,FEOOS Event Date,Delivery Date,Brand Name,Item Name,Warehouse,Location Name,Overrode Skip Inventory Check (Yes / No),Skip OOS Orders,Quantity of FEOOS Items Requested in Sales Units
167,2026-04-23,2026-04-24,Topo Chico,Topo Chico Sparkling Mineral Water Large - 12 / 750 mL btl,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
168,2026-04-23,2026-04-24,Oatly,Oatly Original Oatmilk 32oz,EWR1,Sweets & Things - 2715 Fulton Street,No,Disabled,1
169,2026-04-23,2026-04-27,DaVinci Gourmet,Da Vinci Vanilla Syrup 750 ml PLASTIC Bottle,MDT1,Frederick Coffee Co & Cafe - 100 North East Street,No,Disabled,4
170,2026-04-23,2026-04-24,Humankind,Humankind Organic Lavender Lemonade 16oz,CLT1,Summit Coffee - 416 East 36th Street,No,Disabled,1
171,2026-04-23,2026-04-24,Karat,Daily Brew Coffee House Cold Cup 16oz,LAX1,Daily Brew Coffee House - 2955 Van Buren Boulevard,No,Disabled,2
172,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Caramel 750ml,LAX1,Dres - 908 South Broadway,No,Disabled,10
173,2026-04-23,2026-04-24,Torani,Torani Irish Cream Syrup 750 ml Plastic Bottle(s),DFW1,The Human Bean Corp - Midland - Carmen - 2007 North Big Spring Street,No,Disabled,5
174,2026-04-23,2026-04-24,Wholesome,Wholesome Fairtrade Raw Cane Sugar Packets,EWR1,Blue Dove Coffee - 307 Canal Street,No,Disabled,1
175,2026-04-23,2026-04-24,1883,1883 Hazelnut Syrup 1L Plastic Bottle,CLT1,Change Please - 932 Seigle Avenue,No,Disabled,1
176,2026-04-23,2026-04-28,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Made Coffee* - 10 Centerpointe Drive,No,Disabled,3
177,2026-04-23,2026-04-24,1883,1883 Toasted Marshmallow Syrup 1L Glass,EWR1,Apollo Coffee Co - 26 Eastman Street,No,Disabled,2
178,2026-04-23,2026-04-25,Karat,Karat Kraft Paper Towel Roll (750' Roll) (JS-RTK750),EWR1,Crossroads Cafe - 1087 Flushing Avenue,No,Disabled,2
179,2026-04-23,2026-04-24,Art of Tea,Art Of Tea - Hibiscus Cooler Iced Tea Sachets,EWR1,Pura Vida Miami - Short Hills Mall - 1200 Morris Turnpike Unit B270,No,Disabled,1
180,2026-04-23,2026-04-24,Wholesome,Wholesome Fairtrade Organic Blue Agave 44oz,EWR1,Ariston Floral Cafe - 78 5th Avenue,No,Disabled,1
181,2026-04-23,2026-04-24,Bodum,Bodum Replacement Glass-4 Cup Press,EWR1,NoPlatesCoffee - 12 John Street,No,Disabled,1
182,2026-04-23,2026-04-27,Monin,Monin Toasted Marshmallow Syrup 750ml Glass,DEN1,Rico's Cafe at Poor Richards - 322 North Tejon Street,No,Disabled,1
183,2026-04-23,2026-04-24,Ghirardelli,Ghirardelli Sweet Ground White Chocolate Powder 10lb Box,PWM1,Agawam Java Stop - 1226 Springfield Street,No,Disabled,9
184,2026-04-23,2026-04-27,Justin's,Justin's Classic Almond Butter - 10 / 1.15 oz pouch,DCA1,"Gibson, Dunn & Crutcher LLP - 1150 17th St NW #900",No,Disabled,16
185,2026-04-23,2026-04-24,Dirty Potato Chips,Dirty Chips Sea Salt 2oz,PDX1,Guilder Cafe - 1005 West Burnside Street,No,Disabled,1
186,2026-04-23,2026-04-24,Karat,"Karat Low Density 33-39 Gallon Trash Can Liner, 33"" x 39"", 1.2 Mil (JS-LL333912B)",SEA1,Pawsific Northwest Cat Cafe - 3415 Pacific Avenue Southeast,No,Disabled,1
187,2026-04-23,2026-04-27,Oatly,Oatly Half & Half 32oz Carton,SEA1,Boon Boona Coffee - 1515 Western Avenue,No,Disabled,2
188,2026-04-23,2026-04-25,Alexandre Family Farm,Alexandre Farm Organic A2/A2 16% Half & Half 28oz,LAX1,Heritage Square Museum - 3800 Homer Street,No,Disabled,2
189,2026-04-23,2026-04-24,1883,1883 Macadamia Nut Syrup 1L Glass Bottle,LAX1,The Hood Grind Coffee - 114 North Riverside Avenue,No,Disabled,12
190,2026-04-23,2026-04-24,Monin,Monin Pina Colada Smoothie 46oz,DFW1,White Rhino - CEDAR HILL - 230 West Belt Line Rd - Store #1,No,Disabled,1
191,2026-04-23,2026-04-27,Monin,Monin Blackberry Syrup 750ml Glass,DEN1,"The Chocolate Therapist, Inc - 2560 West Main Street",No,Disabled,1
192,2026-04-23,2026-04-24,Monin,Monin Peach Smoothie 46oz,DFW1,White Rhino - CEDAR HILL - 230 West Belt Line Rd - Store #1,No,Disabled,1
193,2026-04-23,2026-04-28,Rishi,Rishi Botanicals Black Lemon 12oz,EWR1,Hamlet - 465 Rogers Avenue,No,Disabled,1
194,2026-04-23,2026-04-24,Monin,Monin Spiced Brown Sugar Syrup 750ml Glass,DEN1,Campus Grind - Aims Community College - 5401 West 20th St,No,Disabled,2
195,2026-04-23,2026-04-24,Monin,Monin Pina Colada Smoothie 46oz,DFW1,White Rhino - WAXAHACHIE - 414 West Main Street - Store #3,No,Disabled,2
196,2026-04-23,2026-04-24,BKE Kombucha,BKE Pear & Chrysanthemum Kombucha,EWR1,The Center for Fiction - 15 Lafayette Avenue,No,Disabled,1
197,2026-04-23,2026-04-24,Torani,Torani Real Fruit Mango Smoothie Mix 64 oz. Bottle(s),SEA1,North Slope Coffee House - 618 North 1st Street,No,Disabled,1
198,2026-04-23,2026-04-24,1883,1883 Banana Syrup 1L Glass Bottle,DEN1,Cocos Cafe LLC - 6560 W 29th St,No,Disabled,4
199,2026-04-23,2026-04-25,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Gasoline Alley Coffee - 325 Lafayette Street,No,Disabled,1
200,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Coffee Up Roastery - 5632 Philadelphia Street,No,Disabled,1
201,2026-04-23,2026-04-27,1883,1883 Blueberry Syrup 1 Liter Plastic,HOU1,RETROSPECT COFFEE BAR - 3709 La Branch Street,No,Disabled,4
202,2026-04-23,2026-04-25,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Bonsai Coffee Bar - 11573 Santa Monica Boulevard,No,Disabled,1
203,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Reborn Coffee - K3-RIV - 1299 Galleria At Tyler,No,Disabled,1
204,2026-04-23,2026-04-29,Torani,Torani CLASSIC CARAMEL Syrup 750 ml Glass Bottle,PWM1,Water Street Cafe @ Crave - 10 Water Street,No,Disabled,2
205,2026-04-23,2026-04-24,Berg Bites,Berg Bites - Peanut Butter Dark Chocolate 5 Pack,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
206,2026-04-23,2026-04-24,Nuova Simonelli,"Nuova Simonelli 03000066 Stainless Steel Shower Screen 56x5, 5x6",EWR1,NoPlatesCoffee - 12 John Street,No,Disabled,2
207,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Made Coffee* - 688 Baker Street,No,Disabled,2
208,2026-04-23,2026-04-24,Pacific Foods,Pacific Barista Almond Milk 32oz,DFW1,White Rock Coffee - WAREHOUSE - 11080 Grader St,No,Disabled,7
209,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Crossroads Cafe - 1087 Flushing Avenue,No,Disabled,1
210,2026-04-23,2026-04-29,Big Train,Big Train Decaf Spiced Chai 3.5 lb. Bag(s),PWM1,Water Street Cafe @ Crave - 10 Water Street,No,Disabled,1
211,2026-04-23,2026-04-27,Olipop,Olipop Prebiotic Soda - Lemon Lime 12 fl oz (Shelf Stable Sleek Cans),SEA1,Boon Boona Coffee - 1515 Western Avenue,No,Disabled,1
212,2026-04-23,2026-04-24,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Endless Quest Roasters - 1814 Monrovia Avenue,No,Disabled,1
213,2026-04-23,2026-04-27,Monin,Monin Pina Colada Smoothie 46oz,DFW1,White Rhino - ADDISON SPECTRUM CTR - 5080 Spectrum Dr - Store #11,No,Disabled,1
214,2026-04-23,2026-04-24,Karat,Karat Earth Compostable PLA Clear Cold Cup 16 oz (KE-KC16),EWR1,THE SOIREE - 796 9th Avenue,No,Disabled,1
215,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Chai Boys LLC - 177 North Glassell Street,No,Disabled,2
216,2026-04-23,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,Sip Coffee - 11071 Warner Avenue,No,Disabled,1
217,2026-04-23,2026-04-24,Rishi,Rishi Classic Black Iced Tea 1gal Filters,EWR1,Le Gaz - 55 Canal Street,No,Disabled,1
218,2026-04-23,2026-04-25,Alexandre Family Farm,Alexandre Farm Organic A2/A2 16% Half & Half 28oz,LAX1,Leaf and cloud - 116 South Artsakh Avenue,No,Disabled,6
219,2026-04-23,2026-04-27,Karat,"Karat Earth Compostable White Giant Straw, Wrapped, 7.75"" (KE-C9240 (White))",EWR1,Ethan and the Bean - 98 Main Street,No,Disabled,1
220,2026-04-23,2026-04-24,Cappuccine,Cappuccine Spiced Chai Latte 3 lb. Bag,PDX1,Di tazza - 2004 Southeast 192nd Avenue,No,Disabled,5
221,2026-04-23,2026-04-24,Karat,"Karat Clear Plastic Jumbo Straws, Wrapped, 7.75"" (C9093)",CLT1,RDMD COFFEE CO - PICKUP - 3800 Woodpark Blvd,No,Disabled,2
222,2026-04-23,2026-04-27,Rishi,Rishi Tea Blueberry Hibiscus (Organic) 50 Sachets,EWR1,The Corner Haus - 300 Williamson Street,No,Disabled,3
223,2026-04-23,2026-04-24,Karat,Karat PET Cold Cup 20oz (C-KC20),EWR1,The Compound Coffee Co. - 271 Grove Avenue,No,Disabled,1
224,2026-04-23,2026-04-24,Natalie's,Natalie's Natural Lemonade 12oz Bottle,LAX1,Herb & Ranch - 5301 California Ave suite 140,No,Disabled,2
225,2026-04-23,2026-04-24,Dis Burrito,Dis Burrito Breakfast Burrito - Pork Breakfast Sausage,ATL1,Cafe Floralia - 149 Prominence Point Parkway,No,Disabled,1
226,2026-04-23,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Treehouse Coffee Shop - 205 Brunswick Street,No,Disabled,1
227,2026-04-23,2026-04-24,P3,P3 Turkey Almonds Colby Jack Portable Protein Pack - 10 / 2 oz ea,DCA1,Union Kitchen - 1625 Eckington Pl NE,No,Disabled,1
228,2026-04-23,2026-04-24,Torani,Torani Salted Caramel Syrup 1L Plastic Bottle,DEN1,Oo-De-Lally Coffee - 488 Crystal Valley Pkwy,No,Disabled,2
229,2026-04-23,2026-04-26,Greenware,Greenware Compostable Cold Cup 12oz,EWR1,Hamlet - 465 Rogers Avenue,No,Disabled,1
230,2026-04-23,2026-04-24,Greenware,Greenware Compostable Sip Thru Lid 16 - 24oz,EWR1,Le Gaz - 55 Canal Street,No,Disabled,3
231,2026-04-23,2026-04-24,Humankind,Humankind Organic Lavender Lemonade 16oz,HOU1,Hope City - 5300 West Sam Houston Parkway North,No,Disabled,3
232,2026-04-23,2026-04-24,ecoStick,ecoStick Green - Stevia,EWR1,Sweet Harbor Coffee - 1353 Old Northern Boulevard,No,Disabled,1
233,2026-04-23,2026-04-27,1883,1883 Speculoos Syrup 1L GLASS,DFW1,Higher Grounds - 201 Farm to Market Road 156,No,Disabled,4
234,2026-04-23,2026-04-25,1883,1883 Syrup Pump (Plastic),EWR1,Stone Street Cafe - 379 Broome Street,No,Disabled,1
235,2026-04-23,2026-04-24,1883,1883 Cherry Syrup 1L Plastic Bottle,MIA1,"Aroma Joe's (master) - Wilton Manors, FL #152 - 2690 North Andrews Ave",No,Disabled,1
236,2026-04-23,2026-04-25,1883,1883 Lychee Syrup 1L Glass Bottle,LAX1,Memory Look - 2889 West Olympic Boulevard,No,Disabled,2
237,2026-04-23,2026-04-25,Proper Syrup,Proper Syrup Hazelnut 750ml,LAX1,Dres - 908 South Broadway,No,Disabled,10
238,2026-04-23,2026-04-24,Torani,Torani Irish Cream Syrup 750ml Glass Bottle,ATL1,Woodstock Coffee Company - 9550 Main Street,No,Disabled,2
239,2026-04-23,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,The Little Marionette - 3570 Motor Avenue,No,Disabled,1
240,2026-04-23,2026-04-25,Berg Bites,Berg Bites - Peanut Butter Dark Chocolate 5 Pack,EWR1,Enoch's - 480 10th Avenue,No,Disabled,1
241,2026-04-23,2026-04-24,Karat,Karat PET Cold Cup 20oz (C-KC20),EWR1,Sugar Hill Cafe - 410 West 145th Street,No,Disabled,1
242,2026-04-23,2026-04-24,Torani,Torani SUGAR FREE CLASSIC CARAMEL Syrup with Splenda 750ml Glass Bottle,PWM1,"Aroma Joe's (master) - Mansfield, MA # 120 - 30 Reservoir Street",No,Disabled,1
243,2026-04-23,2026-04-24,Ghirardelli,Ghirardelli Vanilla Sauce 87.3oz Bottle,EWR1,Beanbury - 37 NJ-10(DO NOT ROADIE),No,Disabled,6
244,2026-04-23,2026-04-24,Monin,Monin Honey Syrup 750mL Glass,DEN1,Blue Mug Coffee - Greeley - 4111 Centerplace Drive,No,Disabled,2
245,2026-04-23,2026-04-29,DaVinci Gourmet,Da Vinci Mango Mania Smoothie 48oz,MDT1,Dosie Dough - Wyomissing,No,Disabled,6
246,2026-04-23,2026-04-24,Dr. Smoothie,Dr. Smoothie Horchata 3.5 lb. Bag,PDX1,Kilo D'Cofi - 1615 Northeast Killingsworth Street,No,Disabled,1
247,2026-04-23,2026-04-24,Torani,Torani Caramel Syrup 750 ml Plastic Bottle(s),DFW1,The Human Bean Corp - Odessa - Carmen - 4950 A E. University,No,Disabled,8
248,2026-04-23,2026-04-24,1883,1883 Syrup Pump (Plastic),EWR1,Code Brew - 71 Boyle Avenue,No,Disabled,1
249,2026-04-23,2026-04-24,Dr. Smoothie,Dr. Smoothie Watermelon Cucumber Mint Refreshers 46 oz. Bottle,EWR1,Stormy cafe - 738 West Side Avenue,No,Disabled,6
250,2026-04-23,2026-04-25,Wholesome,Wholesome Fairtrade Raw Cane Sugar Packets,EWR1,Birch Coffee - 62nd - Upper East,No,Disabled,1
251,2026-04-23,2026-04-24,Vybes,Vybes Mood - Peach Ginger 12oz Glass Bottle,LAX1,Herb & Ranch - 5301 California Ave suite 140,No,Disabled,1
252,2026-04-22,2026-04-24,Monin,Monin Toasted Coconut Syrup 750mL Glass Bottle,ATL1,Drip-Thru Coffee - 1515 Virginia Avenue,No,Disabled,1
253,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Birch Coffee - 96th - Upper West,No,Disabled,1
254,2026-04-22,2026-04-24,Cuisine Solutions,Cuisine Solutions Bacon and Cheddar Egg Bite - 1 / 40 ct,DCA1,Caffe Nero Inc - 1535 7th St NW,No,Disabled,1
255,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Natural Agave Wide 8.25"" Standard Straw, Paper Wrapped",EWR1,Land to Sea - 260 Bowery,No,Disabled,2
256,2026-04-22,2026-04-25,Compass Coffee,Compass Coffee Cardinal Roast - 6 / 12 oz ctn,DCA1,Caffe Nero Inc - 4710 Langston Blvd.,No,Disabled,2
257,2026-04-22,2026-04-24,Oatly,Oatly Half & Half 32oz Carton,SEA1,Saleh's Co. - 2401 Northwest 80th Street,No,Disabled,1
258,2026-04-22,2026-04-24,1883,1883 Strawberry Acai Refresher 1L Bottle,CLT1,The Crooked Shelf Books and Brews - 153 Frazier Loop,No,Disabled,2
259,2026-04-22,2026-04-24,Berg Bites,Berg Bites Almond Butter & Jelly - 8 / 1.5 oz bag,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,2
260,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Butter - 1 / 14 ct,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,3
261,2026-04-22,2026-04-24,1883,1883 Butterscotch Syrup 1L Plastic,EWR1,BTS - 240 West 40th Street,No,Disabled,3
262,2026-04-22,2026-04-23,1883,1883 Dulce De Leche Syrup 1L Glass,ATL1,El Vinedo local - 730 Peachtree Street Northeast,No,Disabled,3
263,2026-04-22,2026-04-24,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,KIJITORA - 151 North 7th Street,No,Disabled,1
264,2026-04-22,2026-04-24,1883,1883 Blueberry Syrup 1 Liter Plastic,HOU1,Mazajj organic coffee Richmond - 5549 Richmond Avenue,No,Disabled,2
265,2026-04-22,2026-04-24,1883,1883 Maple Syrup 1L Glass,EWR1,The Dell Coffee Company - 360 Kinderkamack Road,No,Disabled,1
266,2026-04-22,2026-04-25,Berg Bites,Berg Bites - Peanut Butter Dark Chocolate 5 Pack,DCA1,Caffe Nero Inc - 4850 Massachusetts Avenue Northwest,No,Disabled,1
267,2026-04-22,2026-04-25,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,1802 Roasters / Cafe 1802 - 1206 Cypress Avenue,No,Disabled,2
268,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Mandy Bean - 2361 Central Park Avenue,No,Disabled,4
269,2026-04-22,2026-04-24,1883,1883 Strawberry Acai Refresher 1L Bottle,EWR1,La Promenade - 326 North Broadway,No,Disabled,1
270,2026-04-22,2026-04-24,Fever-Tree,Fever Tree Indian Premium Tonic 200ml,LAX1,QSR explorers - 8424 Santa Monica Boulevard,No,Disabled,1
271,2026-04-22,2026-04-25,Icelandic Glacial,Icelandic Sparkling Water 330ml Glass Bottle,LAX1,Day Glow - 866 Huntley Drive,No,Disabled,2
272,2026-04-22,2026-04-25,Lenka Bar,Lenka Bar-Nuts and Berries,DCA1,Caffe Nero Inc - 4710 Langston Blvd.,No,Disabled,1
273,2026-04-22,2026-04-24,Something & Nothing,Something & Nothing Pineapple & Pink Grapefruit Seltzer - 11.15oz,EWR1,Current Coffee - 217 East 29th Street,No,Disabled,1
274,2026-04-22,2026-04-23,Whalebird Kombucha,Whalebird Kombucha - Paradise Peach 16oz,SMF1,Lovebird Coffee Cafe Co - CSU - 230 West 1st Street,No,Disabled,1
275,2026-04-22,2026-04-24,Lakehouse Coffee,Cafe' Blend - DECAF - 12/8oz - GROUND,ATL1,Bold American Events - 2095 General Truman St NW studio d,No,Disabled,8
276,2026-04-22,2026-04-30,Humankind,Humankind Organic Lemonade 16oz,EWR1,How You Brewin - Surf City,No,Disabled,2
277,2026-04-22,2026-04-24,Karat,"Karat Earth Compostable White Giant Straw, Wrapped, 7.75"" (KE-C9240 (White))",EWR1,Canyon Coffee - 601 Vanderbilt Avenue,No,Disabled,1
278,2026-04-22,2026-04-30,Monin,Monin Stone Fruit Syrup 750 ml Glass Bottle,EWR1,How You Brewin - Surf City,No,Disabled,12
279,2026-04-22,2026-04-24,1883,1883 6 Bottle Rack 1L PLASTIC,EWR1,Caribbrew - 73-87 Clay St RT#2,No,Disabled,5
280,2026-04-22,2026-04-23,Karat,Karat 4-Cup Molded Fiber Carrier for 8-32 oz Cups (C5000),PDX1,Project Matcha LLC - 555 Northeast Couch Street,No,Disabled,2
281,2026-04-22,2026-04-24,Monin,Monin Banana Syrup 750ml Glass,PDX1,Founders Mercantile - 317 East Main Street,No,Disabled,1
282,2026-04-22,2026-04-24,Dirty Potato Chips,Dirty Chips Sea Salt 2oz,SEA1,Fresh Flours - 6015 Phinney Avenue North,No,Disabled,1
283,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 1535 7th St NW,No,Disabled,1
284,2026-04-22,2026-04-24,WTRMLN WTR,WTRMLN WTR Original - 6 / 12 oz btl,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,1
285,2026-04-22,2026-04-23,Ghirardelli,Ghirardelli Vanilla Sauce 87.3oz Bottle,LAX1,Archives Of Us - 555 North Spring Street,No,Disabled,5
286,2026-04-22,2026-04-23,Rishi,Rishi Classic Black Iced Tea 1gal Filters,EWR1,Mighty Oak Roasters - 28-01 24th Avenue,No,Disabled,2
287,2026-04-22,2026-04-23,Proper Syrup,Proper Syrup Vanilla 750ml,LAX1,Chamberlain Coffee Inc. - 10250 Santa Monica Boulevard,No,Disabled,10
288,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Cafe Atelier - 112 Hudson Street,No,Disabled,2
289,2026-04-22,2026-04-23,Wholesome Sweetener,Wholesome Sweeteners - Organic Honey 5lb Bottle,EWR1,Mori Coffee - 529 2nd Avenue,No,Disabled,1
290,2026-04-22,2026-04-24,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Early Bird Coffee and More - 29 East Madison Avenue,No,Disabled,1
291,2026-04-22,2026-04-23,Big Train,Big Train Spiced Chai 3.5lb Bag,EWR1,Coffee Republic - 3500 O Street Northwest,No,Disabled,2
292,2026-04-22,2026-04-23,DaVinci Gourmet,Da Vinci Strawberry Banana Smoothie 48oz,MDT1,Dolce Bakery and Coffee Shop - 36 N Walnut St,No,Disabled,5
293,2026-04-22,2026-04-24,Proper Syrup,Proper Syrup Vanilla 750ml,EWR1,Bean & Brie - 946 Stuyvesant Ave.,No,Disabled,2
294,2026-04-22,2026-04-24,Transcendence Coffee,Transcendence Indian Gulam Jamun Syrup (Navi Custom Sku),MIA1,Navi's Flowers & Coffee - 3213 Grand Avenue,No,Disabled,1
295,2026-04-22,2026-04-23,Organic Valley,Organic Valley Aseptic Lowfat Chocolate Single Serve Milk - 8oz Carton,EWR1,Gregory's Coffee - GC49 - King of Prussia,No,Disabled,1
296,2026-04-22,2026-04-25,Purposefuel,Purposefuel Mango Turmeric - 6 / 1 oz pouch,DCA1,Caffe Nero Inc - 10400 Fairfax Blvd,No,Disabled,1
297,2026-04-22,2026-04-30,1883,1883 Toasted Marshmallow Syrup 1L Glass,EWR1,Cafe Victoria and Market - 1770 West Main Street,No,Disabled,1
298,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 1201 Wilson Boulevard,No,Disabled,3
299,2026-04-22,2026-04-27,Mama Ana's,Mama Ana's Lemon Dubai Style Chocolate - 6 / 6.7 oz bar,DCA1,Crews - 44844 Package Ct,No,Disabled,2
300,2026-04-22,2026-04-24,Mush,Mush Peanut Butter Overnight Oats 5oz,DCA1,Caffe Nero Inc - 1535 7th St NW,No,Disabled,1
301,2026-04-22,2026-04-24,Sugar In The Raw,Sugar In The Raw Sugar 2lb Boxes,ATL1,Refuge Coffee Co. - Midtown,No,Disabled,1
302,2026-04-22,2026-04-24,Island Rose,Island Rose 5:1 Premium Lemonade 64 oz. Bottle,CLT1,The Crooked Shelf Books and Brews - 153 Frazier Loop,No,Disabled,7
303,2026-04-22,2026-04-24,1883,1883 Pistachio Syrup 1L Plastic,DEN1,Buffalo Moon Cafe - 25948 Genesee Trail Road,No,Disabled,1
304,2026-04-22,2026-04-24,Olipop,Olipop Prebiotic Soda - Lemon Lime 12 fl oz (Shelf Stable Sleek Cans),SEA1,Saleh's Co. - 2401 Northwest 80th Street,No,Disabled,1
305,2026-04-22,2026-04-24,Baked Fresh,Baked Fresh - Croissant - Ham & Cheese - 1 / 16 ct,DCA1,Caffe Nero Inc - 1201 Half Street Southeast,No,Disabled,2
306,2026-04-22,2026-04-25,Solo (Dart),Solo (Dart) Cold Cup - 16 oz - 1 / 1000 ct,DCA1,Caffe Nero Inc - 1351 Wisconsin Avenue Northwest,No,Disabled,1
307,2026-04-22,2026-04-24,Solo (Dart),Solo (Dart) Hot Cup - 8 oz - Compass Coffee - 1 / 600 ct,DCA1,Caffe Nero Inc - 82 I Street Southeast,No,Disabled,1
308,2026-04-22,2026-04-24,Urnex,Tabz Cleaning Tablets K61 120ct,ATL1,Taproom Coffee - 1963 Hosea L Williams Drive Southeast,No,Disabled,2
309,2026-04-22,2026-04-24,Smith Tea,Smith Teamaker Exceptional Iced Tea 50 x 1 Gallon Pouches,EWR1,USHG - Union Square Cafe - 101 East 19th Street,No,Disabled,1
310,2026-04-22,2026-04-27,Monin,Monin Lavender Syrup 1 Liter Plastic Bottle,DFW1,Foster Coworking - 400 Las Colinas Boulevard East,No,Disabled,1
311,2026-04-22,2026-04-24,Something & Nothing,Something & Nothing Mango & Thai Basil Seltzer - 11.15oz,EWR1,Dot's - 515 West 52nd Street,No,Disabled,1
312,2026-04-22,2026-04-25,Proper Syrup,Proper Syrup Hazelnut 750ml,LAX1,Dura Coffee - 7306 Beverly Boulevard,No,Disabled,1
313,2026-04-22,2026-04-24,Karat,Karat U-Shape Clear Cold Cup 16oz (C-KC16-U),EWR1,Eagle Rock Cafe - 202 Bellevue Avenue,No,Disabled,1
314,2026-04-22,2026-04-23,Greenprint,"Greenprint Agave Based Blue Dot Natural Agave 8.25"" Standard Straw, Paper Wrapped 2,000 ct",EWR1,Cafe Lyria - 166 Crosby Street,No,Disabled,5
315,2026-04-22,2026-04-23,1883,1883 Tiramisu Syrup 1L Glass Bottle,LAX1,Archives Of Us - 555 North Spring Street,No,Disabled,5
316,2026-04-22,2026-04-24,Berg Bites,Berg Bites - Peanut Butter Dark Chocolate 5 Pack,DCA1,Caffe Nero Inc - 82 I Street Southeast,No,Disabled,1
317,2026-04-22,2026-04-24,Natalie's,Natalie's Natural Lemonade 12oz Bottle,LAX1,Bogarts Coffee - 905 Ocean Avenue,No,Disabled,2
318,2026-04-22,2026-04-27,1883,1883 Caramel Sauce 1.89L Bottle *NEW,EWR1,Think Coffee - Hudson Yards,No,Disabled,1
319,2026-04-22,2026-04-24,Karat,"Karat Low Density 40-45 Gallon Trash Can Liner, 40"" x 46"", 1.2 Mil (JS-LL404612B)",CLT1,Summit Coffee - 408 Brighton Park Boulevard,No,Disabled,2
